Date,Species Name,Transect,Location (m),#Plants,#Inflorescences,Flowers/Inf,#Flowers,Method,Notes on Plant Distribution,Notes on Visitation,Name,Picture,,
03/25/2015,Cryptantha species,BSS a,7,2,66,2.6,172,Estimate,,,Saul G,,,
03/25/2015,Camissonia species,BSS a,8,6,18,1.2,21,Direct,,,Saul G,,,
03/25/2015,Camissonia bistorta,BSS a,8,7,80,1.6,128,Estimate,,,Saul G,,,
03/25/2015,Cryptantha species,BSS a,8,13,196,2.6,510,Estimate,,,Saul G,,,
03/25/2015,Acmispon glaber,BSS a,8,2,45,2.7,122,Estimate,,,Saul G,,,
03/25/2015,Mustard,BSS a,8,2,40,3.6,144,Estimate,,,Saul G,,,
03/25/2015,Erodium cicutarium,BSS a,8,1,1,2.0,2,Direct,,,Saul G,,,
03/25/2015,Mustard,BSS a,9,2,15,3.6,54,Estimate,,,Saul G,,,
03/25/2015,Camissonia bistorta,BSS a,9,8,63,1.6,101,Estimate,,,Saul G,,,
03/25/2015,Cryptantha species,BSS a,9,4,59,2.6,153,Estimate,,,Saul G,,,
03/25/2015,Acmispon glaber,BSS a,9,1,368,2.7,994,Estimate,,,Saul G,,,
03/25/2015,Erodium cicutarium,BSS a,9,2,2,2.0,4,Direct,,,Saul G,,,
03/25/2015,Apiastrum angustifolium,BSS a,9,3,,,,Estimate,,,Saul G,,,
03/25/2015,Camissonia bistorta,BSS a,10,25,59,1.6,94,Estimate,,,Saul G,,,
03/25/2015,Cryptantha species,BSS a,10,6,76,2.6,198,Estimate,,,Saul G,,,
03/25/2015,Apiastrum angustifolium,BSS a,10,16,,,,Estimate,,,Saul G,,,
03/25/2015,Erodium cicutarium,BSS a,10,1,1,1.0,1,Direct,,,Saul G,,,
03/25/2015,Camissonia species,BSS a,10,1,2,1.0,2,Direct,,,Saul G,,,
03/25/2015,Camissonia bistorta,BSS a,11,2,4,1.6,8,Direct,,,Saul G,,,
03/25/2015,Cryptantha species,BSS a,11,7,141,2.6,367,Estimate,,,Saul G,,,
03/25/2015,Acmispon glaber,BSS a,11,1,206,2.7,556,Estimate,,,Saul G,,,
03/25/2015,Apiastrum angustifolium,BSS a,11,24,,,,Estimate,,,Saul G,,,
03/25/2015,Erodium cicutarium,BSS a,11,4,5,1.6,8,Direct,,,Saul G,,,
03/25/2015,Mustard,BSS a,11,2,14,3.4,47,Direct,,,Saul G,,,
03/25/2015,Cryptantha species,BSS a,12,6,140,2.6,364,Estimate,,Multiple bees (no pollen bags).,Saul G,,,
03/25/2015,Erodium cicutarium,BSS a,12,4,16,1.2,19,Direct,,,Saul G,,,
03/25/2015,Apiastrum angustifolium,BSS a,12,9,,,,Estimate,,,Saul G,,,
03/25/2015,Cryptantha species,BSS a,13,4,81,2.6,211,Estimate,,,Saul G,,,
03/25/2015,Erodium cicutarium,BSS a,13,1,1,1.0,1,Direct,,,Saul G,,,
03/25/2015,Apiastrum angustifolium,BSS a,13,5,,,,Estimate,,,Saul G,,,
03/25/2015,Cryptantha species,BSS a,14,4,114,2.6,296,Estimate,,,Saul G,,,
03/25/2015,Solanum umbelliferum,BSS a,14,1,10,1.4,14,Direct,,,Saul G,,,
03/25/2015,Apiastrum angustifolium,BSS a,14,3,,,,Estimate,,,Saul G,,,
03/25/2015,Mustard,BSS a,14,1,21,3.6,76,Estimate,,,Saul G,,,
03/25/2015,Camissonia species,BSS a,14,1,1,1.0,1,Direct,,,Saul G,,,
03/25/2015,Camissonia bistorta,BSS a,15,1,19,1.4,27,Direct,,,Saul G,,,
03/25/2015,Cryptantha species,BSS a,15,1,59,2.6,153,Estimate,,,Saul G,,,
03/25/2015,Apiastrum angustifolium,BSS a,15,2,,,,Estimate,,,Saul G,,,
03/25/2015,Acmispon glaber,BSS a,15,1,9,2.7,22,Direct,,,Saul G,,,
03/25/2015,Apiastrum angustifolium,BSS a,16,3,,,,Estimate,,,Saul G,,,
03/25/2015,Apiastrum angustifolium,BSS a,17,2,,,,Estimate,,,Saul G,,,
03/25/2015,Apiastrum angustifolium,BSS a,18,4,,,,Estimate,,,Saul G,,,
03/25/2015,Solanum umbelliferum,BSS a,19,1,11,1.3,14,Direct,,,Saul G,,,
03/25/2015,Apiastrum angustifolium,BSS a,19,5,,,,Estimate,,,Saul G,,,
03/25/2015,Mustard,BSS a,19,1,172,3.6,619,Estimate,,"Small, black and yellow, fly.",Saul G,,,
03/25/2015,Cryptantha species,BSS a,19,1,91,2.6,237,Estimate,,,Saul G,,,
03/25/2015,Apiastrum angustifolium,BSS a,20,3,,,,Estimate,,,Saul G,,,
03/25/2015,Cryptantha species,BSS a,20,2,105,2.6,273,Estimate,,,Saul G,,,
03/25/2015,Mustard,BSS a,20,2,65,3.6,234,Estimate,,,Saul G,,,
03/25/2015,Solanum umbelliferum,BSS a,21,1,3,2.3,7,Direct,,,Saul G,,,
03/25/2015,Apiastrum angustifolium,BSS a,21,9,,,,Estimate,,,Saul G,,,
03/25/2015,Camissonia bistorta,BSS a,22,1,10,1.9,19,Direct,,,Saul G,,,
03/25/2015,Cryptantha species,BSS a,22,9,312,2.6,811,Estimate,,,Saul G,,,
03/25/2015,Solanum umbelliferum,BSS a,22,1,4,1.0,4,Direct,,,Saul G,,,
03/25/2015,Amsinckia menzeissi,BSS a,22,1,4,2.3,9,Direct,,,Saul G,,,
03/25/2015,Mustard,BSS a,22,1,5,3.6,18,Estimate,,,Saul G,,,
03/25/2015,Apiastrum angustifolium,BSS a,22,20,,,,Estimate,,,Saul G,,,
03/25/2015,Phacelia distans,BSS a,22,3,21,1.7,36,Estimate,,,Saul G,,,
03/25/2015,Camissonia species,BSS a,22,1,1,2.0,2,Direct,,,Saul G,,,
03/25/2015,Camissonia bistorta,BSS a,23,2,5,1.4,7,Direct,,,Saul G,,,
03/25/2015,Cryptantha species,BSS a,23,20,142,2.6,369,Estimate,,,Saul G,,,
03/25/2015,Phacelia minor,BSS a,23,4,8,1.3,10,Direct,,,Saul G,,,
03/25/2015,Apiastrum angustifolium,BSS a,23,25,,,,Estimate,,,Saul G,,,
03/25/2015,Mustard,BSS a,23,5,76,3.6,274,Estimte,,,Saul G,,,
03/25/2015,Amsinckia menzeissi,BSS a,23,1,2,2.0,4,Direct,,,Saul G,,,
03/25/2015,Camissonia bistorta,BSS a,24,1,7,1.6,11,Direct,,,Saul G,,,
03/25/2015,Apiastrum angustifolium,BSS a,24,7,,,,Estimate,,,Saul G,,,
03/25/2015,Camissonia species,BSS a,24,2,8,1.0,8,Direct,,,Saul G,,,
03/25/2015,Cryptantha species,BSS a,24,1,1,2.6,3,Direct,,,Saul G,,,
03/25/2015,Mustard,BSS a,24,4,62,3.6,223,Estimate,,Bee (no pollen bag).,Saul G,,,
03/25/2015,Cryptantha species,BSS a,25,8,78,2.6,203,Estimate,,Bee,Saul G,,,
03/25/2015,Apiastrum angustifolium,BSS a,25,2,,,,Estimate,,,Saul G,,,
03/25/2015,Camissonia bistorta,BSS a,25,2,6,1.5,9,Direct,,,Saul G,,,
03/25/2015,Mustard,BSS a,25,9,224,3.6,806,Estimate,,,Saul G,,,
03/25/2015,Nicotiana quadrivalvus,BSS a,26,1,2,1.0,2,Direct,,,Saul G,,,
03/25/2015,Mustard,BSS a,26,3,122,3.6,439,Estimate,,Bee,Saul G,,,
03/25/2015,Apiastrum angustifolium,BSS a,26,6,,,,Estimate,,,Saul G,,,
03/25/2015,Camissonia species,BSS a,26,2,4,1.0,4,Direct,,,Saul G,,,
03/25/2015,Cryptantha species,BSS a,26,4,33,2.6,86,Estimate,,,Saul G,,,
03/25/2015,Cryptantha species,BSS a,27,1,4,2.6,9,Direct,,,Saul G,,,
03/25/2015,Apiastrum angustifolium,BSS a,27,2,,,,Estimate,,,Saul G,,,
03/25/2015,Mustard,BSS a,27,1,4,3.6,4,Direct,,,Saul G,,,
03/25/2015,Nicotiana quadrivalvus,BSS a,27,2,4,1.0,4,Direct,,,Saul G,,,
03/25/2015,Cryptantha Species,BSS a,28,3,39,2.6,101,Estimate,,,Saul G,,,
03/25/2015,Mustard,BSS a,28,7,159,3.6,572,Estimate,,,Saul G,,,
03/25/2015,Apiastrum angustifolium,BSS a,28,8,,,,Estimate,,,Saul G,,,
03/25/2015,Acmispon glaber,BSS a,28,1,26,2.7,70,Estimate,,,Saul G,,,
03/25/2015,Cryptantha species,BSS a,29,3,63,2.6,164,Estimate,,"Bee (no pollen bag).  Small, black and orange fly.",Saul G,,,
03/25/2015,Apiastrum angustifolium,BSS a,29,3,,,,Estimate,,,Saul G,,,
03/25/2015,Acmispon glaber,BSS a,29,2,67,2.7,181,Estimate,,,Saul G,,,
03/25/2015,Phacelia distans,BSS a,29,1,3,2.0,6,Direct,,,Saul G,,,
03/25/2015,Mustard,BSS a,29,4,56,3.6,202,Estimate,,Bee,Saul G,,,
03/25/2015,Cryptantha species,BSS a,30,4,92,2.6,239,Estimate,,,Saul G,,,
03/25/2015,Mustard,BSS a,30,7,138,3.6,497,Estimate,,,Saul G,,,
03/25/2015,Apiastrum angustifolium,BSS a,30,5,,,,Estimate,,,Saul G,,,
03/25/2015,Phacelia minor,BSS a,30,1,4,1.5,6,Direct,,,Saul G,,,
03/25/2015,Cryptantha species,BSS a,31,4,32,2.6,83,Estimate,,,Saul G,,,
03/25/2015,Solanum umbelliferum,BSS a,31,1,1,1.0,1,Direct,,,Saul G,,,
03/25/2015,Lobularia maritima,BSS a,31,1,70,17.5,1225,Estimate,,,Saul G,,,
03/25/2015,Apiastrum angustifolium,BSS a,31,1,,,,Estimate,,,Saul G,,,
03/25/2015,Mustard,BSS a,31,8,110,3.6,396,Estimate,,,Saul G,,,
03/25/2015,Solanum umbelliferum,BSS a,32,1,29,1.5,44,Estimate,,,Saul G,,,
03/25/2015,Mustard,BSS a,32,2,46,3.6,166,Estimate,,,Saul G,,,
03/25/2015,Camissonia bistorta,BSS a,33,1,1,1.0,1,Direct,,,Saul G,,,
03/25/2015,Cryptantha species,BSS a,33,8,74,2.6,192,Estimate,,,Saul G,,,
03/25/2015,Camissonia species,BSS a,33,1,4,1.0,4,Direct,,,Saul G,,,
03/25/2015,Cryptantha species,BSS a,34,3,37,2.6,96,Estimate,,,Saul G,,,
03/25/2015,Cryptantha species,BSS a,35,6,69,2.6,179,Estimate,,,Saul G,,,
03/25/2015,Solanum umbelliferum,BSS a,35,1,46,1.5,69,Estimate,,,Saul G,,,
03/25/2015,Acmispon glaber,BSS a,35,1,34,2.7,92,Estimate,,,Saul G,,,
03/25/2015,Apiastrum angustifolium,BSS a,35,1,,,,Estimate,,,Saul G,,,
03/25/2015,Mustard,BSS a,35,2,19,3.6,68,Estimate,,,Saul G,,,
03/25/2015,Cryptantha species,BSS a,36,1,9,2.6,23,Estimate,,,Saul G,,,
03/25/2015,Acmispon glaber,BSS a,36,1,96,2.7,259,Estimate,,,Saul G,,,
03/25/2015,Mustard,BSS a,36,5,54,3.6,194,Estimate,,,Saul G,,,
03/25/2015,Acmispon glaber,BSS a,37,1,122,2.7,329,Estimate,,,Saul G,,,
03/25/2015,Cryptantha species,BSS a,37,1,15,2.6,39,Estimate,,,Saul G,,,
03/25/2015,Mustard,BSS a,37,3,34,3.6,122,Estimate,,,Saul G,,,
03/25/2015,Cryptantha species,BSS a,38,1,20,2.6,52,Estimate,,,Saul G,,,
03/25/2015,Solanum umbelliferum,BSS a,38,1,4,1.5,6,Direct,,,Saul G,,,
03/25/2015,Apiastrum angustifolium,BSS a,38,7,,,,Estimate,,,Saul G,,,
03/25/2015,Mustard,BSS a,38,8,32,3.6,115,Estimate,,,Saul G,,,
03/25/2015,Mustard,BSS a,39,7,28,3.6,101,Estimate,,,Saul G,,,
03/25/2015,Acmispon glaber,BSS a,39,1,6,2.7,26,Direct,,,Saul G,,,
03/25/2015,Amsinckia menzeissi,BSS a,40,4,18,3.3,59,Direct,,,Saul G,,,
03/25/2015,Phacelia minor,BSS a,40,1,1,2.0,2,Direct,,,Saul G,,,
03/25/2015,Cryptantha species,BSS a,40,2,14,2.6,36,Estimate,,,Saul G,,,
03/25/2015,Mustard,BSS a,40,6,70,3.6,252,Estimate,,,Saul G,,,
03/25/2015,Cryptantha species,BSS a,41,2,23,2.6,60,Estimate,,,Saul G,,,
03/25/2015,Mustard,BSS a,41,6,50,3.6,180,Estimate,,,Saul G,,,
03/25/2015,Cryptantha species,BSS a,42,1,3,2.6,5,Direct,,,Saul G,,,
03/25/2015,Camissonia species,BSS a,42,1,1,1.0,1,Direct,,,Saul G,,,
03/25/2015,Penstemon spectabilis,BSS a,42,1,3,1.0,3,Direct,,,Saul G,,,
03/25/2015,Mustard,BSS a,42,3,14,3.6,50,Estimate,,,Saul G,,,
03/25/2015,Cryptantha species,BSS a,43,10,86,2.6,224,Estimate,,,Saul G,,,
03/25/2015,Solanum umbelliferum,BSS a,43,1,4,1.5,6,Directc,,,Saul G,,,
03/25/2015,Mustard,BSS a,43,4,52,3.6,187,Estimate,,,Saul G,,,
03/25/2015,Cryptantha species,BSS a,44,3,37,2.6,96,Estimate,,,Saul G,,,
03/25/2015,Penstemon spectabilis,BSS a,44,1,1,1.0,1,Direct,,,Saul G,,,
03/25/2015,Mustard,BSS a,44,4,11,3.0,33,Direct,,,Saul G,,,
03/25/2015,Penstemon spectabilis,BSS a,45,1,372,1.4,521,Estimate,Large bush,Multiple bees.  Black bumble bee piercing the side of the flower.,Saul G,,,
03/25/2015,Cryptantha species,BSS a,45,2,14,2.6,36,Estimate,,,Saul G,,,
03/25/2015,Cryptantha species,BSS a,46,3,21,2.6,55,Estimate,,,Saul G,,,
03/25/2015,Cryptantha species,BSS a,47,36,162,2.6,421,Estimate,,,Saul G,,,
03/25/2015,Penstemon spectabilis,BSS a,47,1,9,1.1,10,Direct,,,Saul G,,,
03/25/2015,Cryptantha species,BSS a,48,18,215,2.6,559,Estimate,,,Saul G,,,
03/25/2015,Mustard,BSS a,48,1,31,3.6,112,Estimate,,,Saul G,,,
03/25/2015,Cryptantha species,BSS a,49,20,340,2.6,884,Estimate,,,Saul G,,,
03/25/2015,Mustard,BSS a,49,3,16,3.6,58,Estimate,,,Saul G,,,
03/25/2015,Solanum umbelliferum,BSS a,49,1,9,1.6,14,Direct,,,Saul G,,,
03/25/2015,Cryptantha species,BSS a,50,15,99,2.6,257,Estimate,,,Saul G,,,
03/25/2015,Mustard,BSS a,50,1,23,3.6,83,Estimate,,,Saul G,,,
03/30/2015,Phacelia distans,BRS a,1,1,1,1.0,1,Direct,, ,Saul G,,,
03/30/2015,Erodium cicutarium,BRS a,1,3,3,1.0,3,Direct,,,Saul G,,,
03/30/2015,Phacelia distans,BRS a,2,2,7,1.1,8,Direct,,,Saul G,,,
03/30/2015,Erodium cicutarium,BRS a,2,5,5,1.0,5,Direct,,,Saul G,,,
03/30/2015,Amsinckia intermedia,BRS a,3,1,5,1.6,8,Direct,,,Saul G,,,
03/30/2015,Erodium cicutarium,BRS a,3,4,5,1.0,5,Direct,,,Saul G,,,
03/30/2015,Erodium cicutarium,BRS a,4,8,10,1.2,12,Direct,,,Saul G,,,
03/30/2015,Erodium cicutarium,BRS a,5,24,40,1.1,44,Direct,,,Saul G,,,
03/30/2015,Phacelia distans,BRS a,5,1,5,1.2,6,Direct,,,Saul G,,,
03/30/2015,Erodium cicutarium,BRS a,6,6,7,1.6,11,Direct,,,Saul G,,,
03/30/2015,Erodium cicutarium,BRS a,7,4,6,1.3,8,Direct,,,Saul G,,,
03/30/2015,Erodium cicutarium,BRS a,8,30,44,1.2,51,Direct,,,Saul G,,,
03/30/2015,Erodium cicutarium,BRS a,9,34,48,1.0,49,Direct,,,Saul G,,,
03/30/2015,Erodium cicutarium,BRS a,10,26,33,1.1,36,Direct,,,Saul G,,,
03/30/2015,Acmispon glaber,BRS a,10,1,62,1.5,93,Estimate,,,Saul G,AG033015,,
03/30/2015,Erodium cicutarium,BRS a,11,6,11,1.2,13,Direct,,,Saul G,,,
03/30/2015,Cryptantha species,BRS a,11,1,3,2.0,6,Direct,,,Saul G,,,
03/30/2015,Phacelia distans,BRS a,11,4,32,1.2,39,Direct,,,Saul G,,,
03/30/2015,Phacelia distans,BRS a,12,6,60,1.5,90,Estimate,,,Saul G,,,
03/30/2015,Erodium cicutarium,BRS a,12,5,6,1.2,7,Direct,,,Saul G,,,
03/30/2015,Camissoniopsis bistorta,BRS a,13,1,22,1.1,25,Direct,,,Saul G,,,
03/30/2015,Phacelia distans,BRS a,13,8,108,1.5,162,Estimate,,,Saul G,,,
03/30/2015,Camissoniopsis bistorta,BRS a,14,3,3,2.0,6,Direct,,,Saul G,CB033015,,
03/30/2015,Phacelia distans,BRS a,14,10,121,1.5,182,Estimate,,,Saul G,,,
03/30/2015,Camissoniopsis bistorta,BRS a,15,5,11,1.4,15,Direct,,,Saul G,,,
03/30/2015,Phacelia distans,BRS a,15,8,47,1.5,71,Estimate,,,Saul G,,,
03/30/2015,Acmispon glaber,BRS a,15,1,3,2.0,6,Direct,,,Saul G,,,
03/30/2015,Phacelia distans,BRS a,16,4,40,1.5,60,Estimate,,,Saul G,,,
03/30/2015,Phacelia distans,BRS a,17,10,159,1.5,239,Estimate,,,Saul G,,,
03/30/2015,Erodium cicutarium,BRS a,17,1,1,1.0,1,Direct,,,Saul G,,,
03/30/2015,Acmispon glaber,BRS a,17,1,71,1.5,107,Estimate,,,Saul G,,,
03/30/2015,Dichelostemma capitatum,BRS a,18,1,1,3.0,3,Direct,,,Saul G,,,
03/30/2015,Phacelia distans,BRS a,18,29,332,1.5,498,Estimate,,,Saul G,,,
03/30/2015,Acmispon glaber,BRS a,18,1,2,1.0,2,Direct,,,Saul G,,,
03/30/2015,Dichelostemma capitatum,BRS a,19,1,1,1.0,1,Direct,,,Saul G,,,
03/30/2015,Phacelia distans,BRS a,19,22,380,1.5,570,Estimate,,Multiple bees (No pollen bags),Saul G,,,
03/30/2015,Cryptantha species,BRS a,19,1,2,1.5,3,Direct,,,Saul G,,,
03/30/2015,Dichelostemma capitatum,BRS a,20,1,1,6.0,6,Direct,,,Saul G,DC033015a,DC033015b,DC033015c
03/30/2015,Phacelia distans,BRS a,20,31,239,1.5,359,Estimate,,Bees,Saul G,,,
03/30/2015,Camissoniopsis bistorta,BRS a,20,1,1,2.0,2,Direct,,,Saul G,,,
03/30/2015,Acmispon glaber,BRS a,20,1,52,1.5,78,Estimate,,,Saul G,,,
03/30/2015,Phacelia distans,BRS a,21,15,218,1.5,327,Estimate,,Bees,Saul G,,,
03/30/2015,Camissoniopsis bistorta,BRS a,21,4,6,1.5,9,Direct,,,Saul G,,,
03/30/2015,Acmispon glaber,BRS a,21,2,164,1.5,246,Estimate,,,Saul G,,,
03/30/2015,Phacelia distans,BRS a,22,20,203,1.5,305,Estimate,,Bees,Saul G,,,
03/30/2015,Acmispon glaber,BRS a,22,2,146,1.5,219,Estimate,,,Saul G,,,
03/30/2015,Phacelia distans,BRS a,23,23,288,1.5,432,Estimate,,,Saul G,,,
03/30/2015,Acmispon glaber,BRS a,23,1,268,1.5,402,Estimate,,,Saul G,,,
03/30/2015,Phacelia distans,BRS a,24,17,222,1.5,333,Estimate,,,Saul G,,,
03/30/2015,Camissoniopsis bistorta,BRS a,24,1,1,2.0,2,Direct,,,Saul G,,,
03/30/2015,Cryptantha species,BRS a,24,5,10,4.1,41,Direct,,,Saul G,,,
03/30/2015,Amsinckia intermedia,BRS a,25,2,10,1.7,17,Direct,,,Saul G,,,
03/30/2015,Phacelia distans,BRS a,25,7,83,1.5,125,Estimate,,,Saul G,,,
03/30/2015,Cryptantha species,BRS a,25,8,14,1.7,24,Direct,,,Saul G,,,
03/30/2015,Phacelia distans,BRS a,26,4,15,1.4,21,Direct,,,Saul G,,,
03/30/2015,Acmispon glaber,BRS a,26,3,5,1.4,7,Direct,,,Saul G,,,
03/30/2015,Cryptantha species,BRS a,26,5,15,2.3,34,Direct,,,Saul G,,,
03/30/2015,Erodium cicutarium,BRS a,26,1,1,1.0,1,Direct,,,Saul G,,,
03/30/2015,Camissoniopsis bistorta,BRS a,27,2,2,1.0,2,Direct,,,Saul G,,,
03/30/2015,Camissonia species,BRS a,27,1,1,1.0,1,Direct,,,Saul G,,,
03/30/2015,Cryptantha species,BRS a,27,8,64,2.2,141,Estimate,,,Saul G,,,
03/30/2015,Phacelia distans,BRS a,28,22,156,1.5,234,Estimate,,,Saul G,,,
03/30/2015,Cryptantha species,BRS a,28,12,43,2.2,95,Estimate,,,Saul G,CRS033015,,
03/30/2015,Camissoniopsis micrantha,BRS a,28,1,1,1.0,1,Direct,,,Saul G,,,
03/30/2015,Camissoniopsis bistorta,BRS a,28,6,11,1.2,13,Direct,,,Saul G,,,
03/30/2015,Phacelia distans,BRS a,29,7,94,1.5,141,Estimate,,,Saul G,,,
03/30/2015,Camissoniopsis bistorta,BRS a,29,6,6,1.0,6,Direct,,,Saul G,,,
03/30/2015,Cryptantha species,BRS a,29,3,6,2.2,13,Estimate,,,Saul G,,,
03/30/2015,Calystegia macrostegia,BRS a,30,1,1,1.0,1,Direct,,,Saul G,,,
03/30/2015,Cryptantha species,BRS a,30,3,3,2.0,6,Direct,,,Saul G,,,
03/30/2015,Phacelia distans,BRS a,31,1,3,1.3,4,Direct,,,Saul G,,,
03/30/2015,Acmispon glaber,BRS a,31,2,7,1.7,12,Direct,,,Saul G,,,
03/30/2015,Hirschfeldia incana,BRS a,31,1,2,2.5,5,Direct,,,Saul G,,,
03/30/2015,Phacelia distans,BRS a,33,2,9,1.3,12,Direct,,,Saul G,,,
03/30/2015,Cryptantha species,BRS a,33,1,4,2.5,10,Direct,,,Saul G,,,
03/30/2015,Phacelia distans,BRS a,34,8,63,1.5,95,Estimate,,,Saul G,,,
03/30/2015,Cryptantha species,BRS a,34,1,3,3.0,9,Direct,,,Saul G,,,
03/30/2015,Acmispon glaber,BRS a,34,2,424,1.5,636,Estimate,,,Saul G,,,
03/30/2015,Hirschfeldia incana,BRS a,34,1,7,2.0,14,Direct,,,Saul G,,,
03/30/2015,Acmispon glaber,BRS a,35,2,435,1.5,653,Estimate,,,Saul G,,,
03/30/2015,Phacelia distans,BRS a,35,7,134,1.5,201,Estimate,,,Saul G,,,
03/30/2015,Solanum umbelliferum,BRS a,35,1,3,1.0,3,Direct,,,Saul G,,,
03/30/2015,Solanum umbelliferum,BRS a,36,2,10,1.4,14,Direct,,,Saul G,,,
03/30/2015,Acmispon glaber,BRS a,36,1,141,1.5,212,Estimate,,,Saul G,,,
03/30/2015,Cryptantha species,BRS a,37,1,11,3.0,33,Direct,,,Saul G,,,
03/30/2015,Solanum umbelliferum,BRS a,37,1,3,1.0,3,Direct,,,Saul G,,,
03/30/2015,Solanum umbelliferum,BRS a,38,2,3,1.0,3,Direct,,,Saul G,SU033015,,
03/30/2015,Cryptantha species,BRS a,39,1,24,2.2,53,Estimate,,,Saul G,,,
03/30/2015,Solanum umbelliferum,BRS a,39,5,45,1.3,58,Direct,,,Saul G,,,
03/30/2015,Solanum umbelliferum,BRS a,40,2,23,1.2,28,Direct,,,Saul G,,,
03/30/2015,Phacelia minor,BRS a,40,1,1,2.0,2,Direct,,,Saul G,,,
03/30/2015,Solanum umbelliferum,BRS a,41,4,32,1.2,37,Direct,,,Saul G,,,
03/30/2015,Phacelia minor,BRS a,41,2,2,1.0,2,Direct,,,Saul G,,,
03/30/2015,Phacelia distans,BRS a,41,1,2,2.0,4,Direct,,,Saul G,,,
03/30/2015,Solanum umbelliferum,BRS a,42,1,2,1.0,2,Direct,,,Saul G,,,
03/30/2015,Phacelia minor,BRS a,42,3,3,1.0,3,Direct,,,Saul G,,,
03/30/2015,Phacelia distans,BRS a,42,3,49,1.5,74,Estimate,,,Saul G,PD033015,,
03/30/2015,Solanum umbelliferum,BRS a,43,2,3,1.3,4,Direct,,,Saul G,,,
03/30/2015,Phacelia minor,BRS a,43,2,16,1.4,22,Direct,,,Saul G,PM033015*,,
03/30/2015,Phacelia distans,BRS a,43,1,13,1.5,20,Estimate,,,Saul G,,,
03/30/2015,Cryptantha species,BRS a,44,1,6,3.5,21,Direct,,,Saul G,,,
03/30/2015,Phacelia distans,BRS a,44,1,5,1.4,7,Direct,,,Saul G,,,
03/30/2015,Calystegia macrostegia,BRS a,47,1,3,2.0,6,Direct,"Vine w/ several flowers, only one other nearby.",,Saul G,,,
03/30/2015,Hirshfeldia incana,BRS a,47,1,14,3.3,46,Direct,,Fly visiting,Saul G,HI033015a,HI033015b,HI033015c
03/30/2015,Calystegia macrostegia,BRS a,48,1,4,1.0,4,Direct,"Vine w/ several flowers, only one other nearby.",,Saul G,CM033015a,CM033015b,
03/30/2015,Phacelia distans,BRS a,48,2,7,1.3,9,Direct,,,Saul G,,,
03/30/2015,Phacelia distans,BRS a,49,8,73,1.5,110,Estimate,,,Saul G,,,
03/30/2015,Phacelia distans,BRS a,50,12,163,1.5,245,Estimate,,Bee,Saul G,,,
03/31/2015,Apiastrum angustifolium,USS b,1,5,,,,Estimate,,,Saul G,,,
03/31/2015,Phacelia minor,USS b,3,1,1,1.0,1,Direct,,,Saul G,PM033115a,PM033115b,
03/31/2015,Apiastrum angustifolium,USS b,3,23,,,,Estimate,"Spread throughout open spaces, clusters of tiny flowers.",,Saul G,,,
03/31/2015,Apiastrum angustifolium,USS b,4,20,,,,Estimate,,,Saul G,,,
03/31/2015,Mirabilis laevis,USS b,"4, Off Transect",1,36,,36,Direct,"Vine, 2 meters East of transect.",,Saul G,ML033115a*,ML033115b,
03/31/2015,Apiastrum angustifolium,USS b,5,18,,,,Estimate,,,Saul G,,,
03/31/2015,Apiastrum angustifolium,USS b,6,12,,,,Estimate,,,Saul G,,,
03/31/2015,Apiastrum angustifolium,USS b,7,6,,,,Estimate,,,Saul G,,,
03/31/2015,Apiastrum angustifolium,USS b,8,13,,,,Estimate,,,Saul G,,,
03/31/2015,Apiastrum angustifolium,USS b,9,20,,,,Estimate,,,Saul G,,,
03/31/2015,Apiastrum angustifolium,USS b,10,23,,,,Estimate,,,Saul G,,,
03/31/2015,Anthricus caucalis,USS b,10,5,30,1.2,35,Direct,,,Saul G,AC033115a,AC033115b,
03/31/2015,Eriodictyon trichocalyx,USS b,11,1,10,1.4,14,Direct,,,Saul G,ET033115a,ET033115b,
03/31/2015,Apiastrum angustifolium,USS b,22,11,,,,Estimate,,,Saul G,,,
03/31/2015,Apiastrum angustifolium,USS b,23,24,,,,Estimate,,,Saul G,,,
03/31/2015,Apiastrum angustifolium,USS b,24,5,,,,Estimate,,,Saul G,,,
03/31/2015,Apiastrum angustifolium,USS b,30,6,,,,Estimate,,,Saul G,,,
03/31/2015,Apiastrum angustifolium,USS b,49,21,,,,Estimate,,,Saul G,,,
03/31/2015,Erodium cicutarium,NNG  b,1,13,15,1.0,15,Direct,,,Saul G,,,
03/31/2015,Erodium cicutarium,NNG  b,2,9,12,1.1,13,Direct,,,Saul G,EC033115a,EC033115b,
03/31/2015,Camissonia species,NNG  b,2,1,1,1.0,1,Direct,,,Saul G,,,
03/31/2015,Erodium cicutarium,NNG  b,3,3,3,1.0,3,Direct,,,Saul G,,,
03/31/2015,Hirshfeldiana incana,NNG  b,3,1,2,2.5,5,Direct,,,Saul G,,,
03/31/2015,Hirshfeldiana incana,NNG  b,4,1,3,2.3,7,Direct,,,Saul G,HI033115,,
03/31/2015,Erodium cicutarium,NNG  b,10,4,5,1.2,6,Direct,,,Saul G,,,
03/31/2015,Erodium cicutarium,NNG  b,13,9,13,1.2,16,Direct,,,Saul G,,,
03/31/2015,Erodium cicutarium,NNG  b,14,5,10,1.3,13,Direct,,,Saul G,,,
03/31/2015,Erodium cicutarium,NNG  b,20,4,5,1.0,5,Direct,,,Saul G,,,
